trade_id,user_id,market_id,contract_type,price,quantity,timestamp
1339,257,2,YES,0.68,3,2025-11-17T12:57:03.593593
1340,296,5,YES,0.48,19,2025-11-18T19:34:03.593593
1341,71,2,NO,0.55,20,2025-11-16T17:02:03.593593
1342,259,9,YES,0.25,17,2025-11-18T22:47:03.593593
1343,23,1,YES,0.71,8,2025-11-18T20:02:03.593593
1344,235,4,YES,0.82,10,2025-11-17T15:23:03.593593
1345,248,2,NO,0.8,23,2025-11-17T13:09:03.593593
1346,108,9,YES,0.66,5,2025-11-17T23:31:03.593593
1347,114,7,NO,0.2,8,2025-11-17T21:28:03.593593
1348,222,1,NO,0.78,23,2025-11-16T16:39:03.593593
1349,207,7,NO,0.63,17,2025-11-17T06:43:03.593593
1350,22,2,NO,0.61,23,2025-11-17T06:12:03.593593
1351,11,7,YES,0.72,18,2025-11-16T22:30:03.593593
1352,29,7,NO,0.21,7,2025-11-17T11:01:03.593593
1353,16,9,YES,0.57,21,2025-11-18T23:36:03.593593
1354,159,7,YES,0.51,15,2025-11-16T16:33:03.593593
1355,248,3,NO,0.64,7,2025-11-18T07:34:03.593593
1356,286,1,NO,0.68,13,2025-11-19T02:28:03.593593
1357,253,6,YES,0.44,10,2025-11-19T04:53:03.593593
1358,132,1,YES,0.49,11,2025-11-17T13:06:03.593593
1359,110,7,YES,0.48,3,2025-11-18T14:55:03.593593
1360,263,6,YES,0.64,18,2025-11-18T21:12:03.593593
1361,277,5,NO,0.22,18,2025-11-18T15:13:03.593593
1362,89,3,NO,0.65,6,2025-11-16T18:35:03.593593
1363,174,10,YES,0.79,10,2025-11-19T03:42:03.593593
1364,85,8,YES,0.68,4,2025-11-19T07:08:03.593593
1365,172,8,NO,0.44,17,2025-11-18T08:07:03.593593
1366,189,9,YES,0.41,6,2025-11-19T05:37:03.593593
1367,86,6,YES,0.6,1,2025-11-17T23:11:03.593593
1368,126,6,NO,0.38,10,2025-11-18T21:19:03.593593
1369,183,7,NO,0.72,1,2025-11-18T16:42:03.593593
1370,192,2,NO,0.32,1,2025-11-18T15:44:03.593593
1371,69,9,YES,0.87,22,2025-11-17T23:09:03.593593
1372,9,3,NO,0.41,11,2025-11-18T03:58:03.593593
1373,157,1,YES,0.85,8,2025-11-17T16:48:03.593593
1374,234,8,NO,0.73,22,2025-11-18T18:48:03.593593
1375,82,2,YES,0.75,25,2025-11-18T02:39:03.593593
1376,75,6,YES,0.89,20,2025-11-17T22:37:03.593593
1377,36,2,YES,0.56,21,2025-11-18T21:09:03.593593
1378,246,7,NO,0.36,12,2025-11-19T01:53:03.593593
1379,25,6,NO,0.1,9,2025-11-19T02:43:03.593593
1380,19,2,NO,0.73,16,2025-11-18T16:50:03.593593
1381,34,10,YES,0.28,19,2025-11-17T00:55:03.593593
1382,143,9,NO,0.74,6,2025-11-17T20:21:03.593593
1383,85,8,NO,0.56,4,2025-11-18T07:02:03.593593
1384,61,3,NO,0.82,9,2025-11-18T18:52:03.593593
1385,111,7,YES,0.92,15,2025-11-17T06:02:03.593593
1386,271,3,NO,0.16,3,2025-11-18T11:18:03.593593
1387,195,2,YES,0.16,5,2025-11-18T22:28:03.593593
1388,296,4,YES,0.87,25,2025-11-18T03:02:03.593593
1389,221,7,YES,0.69,20,2025-11-17T09:56:03.593593
1390,119,1,YES,0.3,17,2025-11-17T06:41:03.593593
1391,223,3,NO,0.66,11,2025-11-17T08:06:03.593593
1392,178,9,YES,0.39,6,2025-11-18T19:50:03.593593
1393,95,10,NO,0.09,23,2025-11-19T02:02:03.593593
1394,273,9,YES,0.63,13,2025-11-19T13:45:03.593593
1395,104,2,YES,0.18,8,2025-11-17T17:45:03.593593
1396,74,3,NO,0.25,15,2025-11-19T02:05:03.593593
1397,239,8,YES,0.44,8,2025-11-18T20:29:03.593593
1398,197,5,YES,0.66,21,2025-11-17T02:03:03.593593
1399,15,3,NO,0.56,16,2025-11-16T23:32:03.593593
1400,229,10,YES,0.67,24,2025-11-18T22:04:03.593593
1401,238,4,NO,0.07,15,2025-11-18T01:20:03.593593
1402,212,6,NO,0.93,12,2025-11-17T06:03:03.593593
1403,198,5,NO,0.33,14,2025-11-18T22:12:03.593593
1404,38,3,YES,0.48,9,2025-11-16T16:13:03.593593
1405,56,7,NO,0.67,22,2025-11-19T03:48:03.593593
1406,191,4,NO,0.16,10,2025-11-18T05:44:03.593593
1407,75,1,NO,0.83,12,2025-11-19T08:33:03.593593
1408,111,2,YES,0.63,3,2025-11-17T03:48:03.593593
1409,73,2,NO,0.54,9,2025-11-17T18:57:03.593593
1410,208,2,NO,0.15,4,2025-11-18T10:34:03.593593
1411,95,4,NO,0.12,8,2025-11-16T17:00:03.593593
1412,239,5,NO,0.77,3,2025-11-17T09:37:03.593593
1413,135,7,NO,0.76,1,2025-11-18T00:40:03.593593
1414,121,6,YES,0.08,17,2025-11-18T07:59:03.593593
1415,197,9,YES,0.71,17,2025-11-17T17:58:03.593593
1416,137,8,YES,0.4,17,2025-11-18T20:19:03.593593
1417,166,2,NO,0.83,17,2025-11-16T20:04:03.593593
1418,253,7,NO,0.24,9,2025-11-16T21:01:03.593593
1419,18,3,YES,0.82,25,2025-11-17T13:10:03.593593
1420,16,7,NO,0.77,6,2025-11-16T16:20:03.593593
1421,29,4,YES,0.17,3,2025-11-19T01:16:03.593593
1422,261,9,YES,0.46,5,2025-11-17T01:17:03.593593
1423,15,10,NO,0.41,9,2025-11-18T01:26:03.593593
1424,263,5,YES,0.27,11,2025-11-17T23:28:03.593593
1425,193,4,YES,0.34,15,2025-11-17T08:05:03.593593
1426,195,4,YES,0.09,18,2025-11-18T02:58:03.593593
1427,21,7,NO,0.22,18,2025-11-17T04:32:03.593593
1428,44,2,NO,0.69,5,2025-11-18T14:41:03.593593
1429,184,7,YES,0.71,3,2025-11-17T04:07:03.593593
1430,262,6,NO,0.67,15,2025-11-19T05:11:03.593593
1431,224,3,NO,0.47,17,2025-11-17T23:15:03.593593
1432,213,5,YES,0.12,25,2025-11-19T01:55:03.593593
1433,231,2,YES,0.7,6,2025-11-18T03:18:03.593593
1434,208,2,YES,0.25,20,2025-11-17T10:58:03.593593
1435,229,4,NO,0.38,16,2025-11-19T01:29:03.593593
1436,139,7,YES,0.19,19,2025-11-16T23:49:03.593593
1437,205,4,NO,0.74,11,2025-11-16T20:36:03.593593
1438,128,7,NO,0.66,2,2025-11-17T11:52:03.593593
1439,250,10,NO,0.22,23,2025-11-17T19:32:03.593593
1440,28,4,YES,0.93,15,2025-11-16T17:04:03.593593
1441,164,1,YES,0.43,14,2025-11-17T09:47:03.593593
1442,60,8,NO,0.81,3,2025-11-17T07:06:03.593593
1443,30,7,NO,0.38,16,2025-11-18T09:19:03.593593
1444,69,3,YES,0.58,5,2025-11-17T09:59:03.593593
1445,279,7,YES,0.41,20,2025-11-18T21:56:03.593593
1446,126,10,YES,0.71,23,2025-11-16T18:48:03.593593
1447,63,5,NO,0.28,19,2025-11-17T18:20:03.593593
1448,133,9,YES,0.22,17,2025-11-17T09:44:03.593593
1449,204,5,YES,0.46,10,2025-11-18T15:37:03.593593
1450,21,9,YES,0.38,21,2025-11-18T16:10:03.593593
1451,75,10,NO,0.14,6,2025-11-18T19:17:03.593593
1452,231,4,NO,0.55,24,2025-11-16T14:34:03.593593
1453,209,10,NO,0.1,10,2025-11-18T22:24:03.593593
1454,165,9,YES,0.91,22,2025-11-17T21:26:03.593593
1455,228,1,NO,0.17,18,2025-11-17T22:17:03.593593
1456,281,9,NO,0.57,5,2025-11-18T04:16:03.593593
1457,116,7,NO,0.49,25,2025-11-19T03:08:03.593593
1458,110,7,NO,0.07,2,2025-11-18T21:28:03.593593
1459,265,10,NO,0.53,1,2025-11-18T00:33:03.593593
1460,104,10,NO,0.14,13,2025-11-19T06:41:03.593593
1461,168,2,NO,0.31,19,2025-11-17T09:59:03.593593
1462,119,5,NO,0.66,21,2025-11-17T20:27:03.593593
1463,299,1,NO,0.67,1,2025-11-16T22:48:03.593593
1464,189,8,NO,0.76,20,2025-11-19T09:51:03.593593
1465,54,7,YES,0.58,3,2025-11-19T07:39:03.593593
1466,293,1,YES,0.06,20,2025-11-19T03:54:03.593593
1467,104,3,YES,0.48,15,2025-11-18T10:16:03.593593
1468,27,9,NO,0.24,24,2025-11-17T23:24:03.593593
1469,272,1,YES,0.34,16,2025-11-17T14:24:03.593593
1470,60,4,NO,0.39,15,2025-11-19T04:14:03.593593
1471,295,7,NO,0.86,24,2025-11-19T08:17:03.593593
1472,117,6,NO,0.14,19,2025-11-16T18:46:03.593593
1473,206,10,NO,0.74,18,2025-11-17T21:44:03.593593
1474,143,1,NO,0.35,24,2025-11-18T05:37:03.593593
1475,222,3,NO,0.65,1,2025-11-19T09:20:03.593593
1476,23,10,NO,0.88,14,2025-11-17T16:49:03.593593
1477,294,9,NO,0.34,20,2025-11-17T19:37:03.593593
1478,208,9,NO,0.23,9,2025-11-18T19:14:03.593593
1479,174,9,NO,0.9,4,2025-11-18T17:38:03.593593
1480,169,5,YES,0.27,5,2025-11-17T07:35:03.593593
1481,121,6,YES,0.21,1,2025-11-17T00:02:03.593593
1482,84,9,NO,0.71,18,2025-11-17T19:39:03.593593
1483,216,6,YES,0.59,8,2025-11-19T00:14:03.593593
1484,143,9,NO,0.2,5,2025-11-18T22:37:03.593593
1485,147,2,NO,0.27,15,2025-11-18T02:00:03.593593
1486,256,6,YES,0.79,2,2025-11-19T11:18:03.593593
1487,14,6,NO,0.47,21,2025-11-17T11:07:03.593593
1488,103,4,YES,0.1,11,2025-11-18T10:38:03.593593
1489,205,1,NO,0.39,11,2025-11-18T00:52:03.593593
1490,128,3,YES,0.87,7,2025-11-17T10:58:03.593593
1491,239,2,YES,0.95,21,2025-11-17T07:39:03.593593
1492,177,5,YES,0.38,10,2025-11-18T00:47:03.593593
1493,151,9,YES,0.35,20,2025-11-16T15:27:03.593593
1494,9,5,YES,0.5,15,2025-11-19T05:24:03.593593
1495,269,2,NO,0.74,7,2025-11-18T14:46:03.593593
1496,18,6,NO,0.91,24,2025-11-17T21:46:03.593593
1497,260,2,YES,0.38,15,2025-11-18T15:18:03.593593
1498,193,7,YES,0.81,21,2025-11-19T04:51:03.593593
1499,49,3,NO,0.95,11,2025-11-17T23:06:03.593593
1500,108,4,YES,0.93,20,2025-11-18T17:02:03.593593
1501,286,8,YES,0.21,8,2025-11-19T13:17:03.593593
1502,26,7,YES,0.07,3,2025-11-18T11:04:03.593593
1503,288,2,NO,0.23,11,2025-11-17T16:30:03.593593
1504,188,1,YES,0.37,14,2025-11-18T18:41:03.593593
1505,29,9,NO,0.74,3,2025-11-19T09:40:03.593593
1506,281,1,NO,0.88,4,2025-11-19T11:07:03.593593
1507,172,4,NO,0.14,8,2025-11-17T04:03:03.593593
1508,171,5,NO,0.21,11,2025-11-16T17:42:03.593593
1509,36,3,YES,0.36,17,2025-11-18T04:47:03.593593
1510,254,5,YES,0.18,19,2025-11-18T22:30:03.593593
1511,158,5,NO,0.91,18,2025-11-18T19:21:03.593593
1512,6,6,NO,0.61,7,2025-11-17T04:09:03.593593
1513,51,4,YES,0.13,15,2025-11-18T00:11:03.593593
1514,179,2,YES,0.07,14,2025-11-17T03:28:03.593593
1515,116,8,YES,0.7,8,2025-11-19T04:31:03.593593
1516,193,8,YES,0.54,20,2025-11-17T01:06:03.593593
1517,6,5,YES,0.92,12,2025-11-17T21:16:03.593593
1518,298,4,NO,0.31,14,2025-11-17T04:14:03.593593
1519,40,8,YES,0.79,15,2025-11-17T15:21:03.593593
1520,82,7,YES,0.85,5,2025-11-17T12:33:03.593593
1521,294,8,NO,0.21,25,2025-11-17T20:17:03.593593
1522,250,8,YES,0.26,2,2025-11-18T04:24:03.593593
1523,10,6,YES,0.11,8,2025-11-18T08:04:03.593593
1524,276,10,NO,0.25,14,2025-11-18T14:24:03.593593
1525,277,10,YES,0.7,18,2025-11-19T03:40:03.593593
1526,45,10,NO,0.8,12,2025-11-16T15:03:03.593593
1527,75,8,NO,0.94,8,2025-11-16T22:45:03.593593
1528,236,4,YES,0.8,16,2025-11-19T07:17:03.593593
1529,100,1,YES,0.81,25,2025-11-19T09:16:03.593593
1530,274,9,NO,0.24,19,2025-11-17T12:55:03.593593
1531,105,2,YES,0.19,14,2025-11-18T18:53:03.593593
1532,213,9,NO,0.25,24,2025-11-16T20:49:03.593593
1533,13,1,NO,0.93,1,2025-11-18T12:41:03.593593
1534,202,4,YES,0.76,22,2025-11-17T06:33:03.593593
1535,73,7,NO,0.63,9,2025-11-17T01:28:03.593593
1536,69,1,YES,0.73,18,2025-11-17T05:20:03.593593
1537,143,10,NO,0.2,16,2025-11-18T21:18:03.593593
1538,12,7,NO,0.15,16,2025-11-16T21:13:03.593593
1539,276,2,NO,0.2,13,2025-11-18T09:28:03.593593
1540,294,5,NO,0.84,12,2025-11-16T18:59:03.593593
1541,251,1,YES,0.32,17,2025-11-19T03:06:03.593593
1542,243,5,NO,0.37,23,2025-11-19T02:15:03.593593
1543,192,7,YES,0.27,7,2025-11-19T01:42:03.593593
1544,272,7,NO,0.58,6,2025-11-17T01:56:03.593593
1545,289,2,NO,0.06,11,2025-11-17T07:48:03.593593
1546,163,2,NO,0.9,24,2025-11-18T13:44:03.593593
1547,53,10,YES,0.91,25,2025-11-17T18:21:03.593593
1548,215,6,YES,0.17,20,2025-11-17T02:58:03.593593
1549,34,7,NO,0.93,19,2025-11-18T07:56:03.593593
1550,297,5,NO,0.11,22,2025-11-17T03:11:03.593593
1551,76,10,YES,0.48,5,2025-11-18T03:15:03.593593
1552,229,4,YES,0.75,10,2025-11-19T02:23:03.593593
1553,194,6,NO,0.24,24,2025-11-17T20:43:03.593593
1554,204,6,YES,0.93,6,2025-11-18T02:29:03.593593
1555,108,6,NO,0.23,2,2025-11-16T22:40:03.593593
1556,86,5,YES,0.2,12,2025-11-18T05:01:03.593593
1557,221,8,NO,0.34,18,2025-11-19T05:57:03.593593
1558,170,5,YES,0.27,21,2025-11-19T10:25:03.593593
1559,19,10,NO,0.92,16,2025-11-18T01:24:03.593593
1560,143,8,YES,0.2,11,2025-11-19T13:20:03.593593
1561,153,6,YES,0.52,2,2025-11-18T17:22:03.593593
1562,185,1,NO,0.3,25,2025-11-18T02:24:03.593593
1563,49,2,YES,0.32,24,2025-11-17T10:17:03.593593
1564,196,9,YES,0.74,5,2025-11-17T07:29:03.593593
1565,266,9,YES,0.58,4,2025-11-18T06:32:03.593593
1566,300,10,NO,0.17,11,2025-11-17T02:53:03.593593
1567,105,4,YES,0.71,22,2025-11-18T01:56:03.593593
1568,107,3,NO,0.92,3,2025-11-17T19:03:03.593593
1569,289,10,YES,0.89,9,2025-11-16T22:27:03.593593
1570,107,5,YES,0.41,12,2025-11-17T05:28:03.593593
1571,167,3,YES,0.32,25,2025-11-17T17:21:03.593593
1572,260,2,YES,0.1,3,2025-11-17T15:05:03.593593
1573,276,7,YES,0.64,18,2025-11-17T23:35:03.593593
1574,246,7,NO,0.78,11,2025-11-16T15:06:03.593593
1575,248,6,NO,0.07,15,2025-11-18T07:20:03.593593
1576,193,2,YES,0.87,6,2025-11-18T07:46:03.593593
1577,165,7,NO,0.78,17,2025-11-19T11:02:03.593593
1578,187,10,YES,0.82,4,2025-11-18T17:58:03.593593
1579,248,5,NO,0.51,10,2025-11-17T08:27:03.593593
1580,2,3,YES,0.91,2,2025-11-17T04:56:03.593593
1581,110,9,NO,0.1,23,2025-11-17T18:20:03.593593
1582,16,10,NO,0.64,15,2025-11-18T10:32:03.593593
1583,147,3,YES,0.08,17,2025-11-16T16:38:03.593593
1584,56,2,YES,0.68,22,2025-11-19T10:11:03.593593
1585,7,6,NO,0.33,16,2025-11-19T06:53:03.593593
1586,298,5,NO,0.53,23,2025-11-18T07:00:03.593593
1587,294,7,NO,0.17,3,2025-11-16T20:07:03.593593
1588,285,9,YES,0.44,23,2025-11-19T11:47:03.593593
1589,103,1,YES,0.12,4,2025-11-17T17:41:03.593593
1590,81,4,YES,0.15,9,2025-11-16T17:07:03.593593
1591,263,9,NO,0.59,8,2025-11-18T17:12:03.593593
1592,294,10,YES,0.35,13,2025-11-18T16:19:03.593593
1593,49,3,YES,0.06,5,2025-11-17T18:09:03.593593
1594,20,2,NO,0.52,14,2025-11-18T03:55:03.593593
1595,259,6,YES,0.23,5,2025-11-17T21:10:03.593593
1596,282,10,NO,0.71,15,2025-11-18T19:27:03.593593
1597,223,4,YES,0.62,20,2025-11-17T06:25:03.593593
1598,204,7,YES,0.87,4,2025-11-17T04:22:03.593593
1599,31,2,YES,0.63,23,2025-11-19T08:12:03.593593
1600,6,5,YES,0.86,24,2025-11-17T05:03:03.593593
1601,224,1,YES,0.38,16,2025-11-18T04:03:03.593593
1602,56,5,NO,0.79,23,2025-11-16T18:43:03.593593
1603,10,6,NO,0.06,12,2025-11-18T13:19:03.593593
1604,192,9,YES,0.62,16,2025-11-17T22:33:03.593593
1605,124,1,YES,0.26,10,2025-11-17T16:10:03.593593
1606,176,10,NO,0.35,20,2025-11-17T04:57:03.593593
1607,142,6,YES,0.14,12,2025-11-17T22:18:03.593593
1608,107,3,YES,0.61,23,2025-11-18T12:23:03.593593
1609,208,3,NO,0.17,16,2025-11-18T05:38:03.593593
1610,213,9,YES,0.78,5,2025-11-17T18:43:03.593593
1611,203,6,YES,0.78,12,2025-11-17T05:55:03.593593
1612,23,6,YES,0.27,20,2025-11-19T08:32:03.593593
1613,57,3,YES,0.79,15,2025-11-18T21:33:03.593593
1614,297,8,YES,0.94,17,2025-11-16T19:49:03.593593
1615,131,3,YES,0.52,16,2025-11-19T02:47:03.593593
1616,50,5,YES,0.41,25,2025-11-19T08:55:03.593593
1617,117,7,NO,0.38,4,2025-11-17T19:13:03.593593
1618,71,10,YES,0.79,9,2025-11-18T22:14:03.593593
1619,234,3,YES,0.56,24,2025-11-19T08:48:03.593593
1620,75,7,NO,0.58,15,2025-11-19T03:14:03.593593
1621,148,7,YES,0.34,5,2025-11-16T18:58:03.593593
1622,171,9,NO,0.32,11,2025-11-17T02:22:03.593593
1623,26,3,YES,0.86,4,2025-11-17T14:16:03.593593
1624,40,4,YES,0.44,8,2025-11-19T02:26:03.593593
1625,66,6,NO,0.2,13,2025-11-19T08:04:03.593593
1626,42,7,YES,0.52,14,2025-11-16T18:51:03.593593
1627,118,8,NO,0.91,16,2025-11-19T00:30:03.593593
1628,171,6,NO,0.44,21,2025-11-16T16:22:03.593593
1629,58,10,NO,0.21,18,2025-11-17T18:03:03.593593
1630,176,6,NO,0.48,2,2025-11-19T01:38:03.593593
1631,81,7,YES,0.36,2,2025-11-18T15:30:03.593593
1632,178,10,NO,0.71,15,2025-11-17T14:31:03.593593
1633,33,8,YES,0.54,21,2025-11-18T01:07:03.593593
1634,30,3,NO,0.7,11,2025-11-17T19:40:03.593593
1635,47,8,YES,0.18,6,2025-11-19T13:06:03.593593
1636,82,10,YES,0.89,8,2025-11-18T19:01:03.593593
1637,259,2,NO,0.21,13,2025-11-19T06:38:03.593593
1638,38,6,YES,0.1,12,2025-11-19T02:39:03.593593
1639,124,6,YES,0.93,18,2025-11-19T10:32:03.593593
1640,181,4,YES,0.18,9,2025-11-16T22:15:03.593593
1641,164,4,YES,0.36,19,2025-11-16T17:31:03.593593
1642,156,10,NO,0.66,12,2025-11-16T16:31:03.593593
1643,224,1,YES,0.14,13,2025-11-18T10:25:03.593593
1644,29,6,YES,0.59,2,2025-11-17T22:16:03.593593
1645,283,7,NO,0.56,12,2025-11-17T06:01:03.593593
1646,85,5,YES,0.24,6,2025-11-18T00:42:03.593593
1647,11,4,YES,0.5,1,2025-11-18T21:44:03.593593
1648,208,1,YES,0.51,20,2025-11-19T03:28:03.593593
1649,35,10,YES,0.75,3,2025-11-19T09:18:03.593593
1650,21,9,YES,0.26,4,2025-11-18T10:33:03.593593
1651,115,6,NO,0.63,2,2025-11-18T23:59:03.593593
1652,74,8,NO,0.92,25,2025-11-17T18:50:03.593593
1653,30,3,YES,0.94,9,2025-11-16T16:07:03.593593
1654,28,3,NO,0.66,24,2025-11-18T07:35:03.593593
1655,28,10,YES,0.66,23,2025-11-18T01:49:03.593593
1656,91,2,YES,0.45,10,2025-11-18T18:15:03.593593
1657,270,6,YES,0.57,20,2025-11-17T03:17:03.593593
1658,250,6,NO,0.76,19,2025-11-17T01:26:03.593593
1659,194,1,YES,0.89,23,2025-11-17T03:33:03.593593
1660,295,10,NO,0.1,18,2025-11-19T00:37:03.593593
1661,138,6,YES,0.06,8,2025-11-17T00:29:03.593593
1662,111,2,YES,0.54,17,2025-11-18T03:07:03.593593
1663,198,8,YES,0.13,25,2025-11-18T09:12:03.593593
1664,161,5,YES,0.6,4,2025-11-17T20:49:03.593593
1665,199,8,NO,0.09,8,2025-11-19T01:37:03.593593
1666,297,9,NO,0.57,14,2025-11-17T11:54:03.593593
1667,189,10,NO,0.67,15,2025-11-18T19:01:03.593593
1668,231,7,YES,0.86,7,2025-11-17T19:37:03.593593
1669,266,8,YES,0.82,9,2025-11-16T18:31:03.593593
1670,117,10,YES,0.8,21,2025-11-19T11:00:03.593593
1671,60,10,NO,0.31,4,2025-11-18T22:48:03.593593
1672,137,1,NO,0.49,7,2025-11-17T20:16:03.593593
1673,262,1,YES,0.32,8,2025-11-18T10:27:03.593593
1674,192,5,NO,0.65,3,2025-11-17T00:12:03.593593
1675,149,1,NO,0.19,23,2025-11-18T15:29:03.593593
1676,216,4,YES,0.68,20,2025-11-17T00:34:03.593593
1677,125,3,YES,0.21,5,2025-11-19T13:26:03.593593
1678,281,4,NO,0.44,23,2025-11-18T18:16:03.593593
1679,293,10,YES,0.3,7,2025-11-18T15:07:03.593593
1680,84,1,YES,0.78,5,2025-11-19T01:40:03.593593
1681,211,4,NO,0.43,18,2025-11-18T16:42:03.593593
1682,299,1,YES,0.88,17,2025-11-17T23:14:03.593593
1683,210,4,NO,0.51,11,2025-11-19T03:35:03.593593
1684,178,5,NO,0.28,6,2025-11-17T22:09:03.593593
1685,246,10,YES,0.45,4,2025-11-18T14:34:03.593593
1686,36,10,NO,0.19,1,2025-11-18T05:34:03.593593
1687,94,5,NO,0.31,9,2025-11-19T03:38:03.593593
1688,218,3,NO,0.3,19,2025-11-17T08:45:03.593593
1689,201,5,NO,0.45,21,2025-11-16T23:50:03.593593
1690,1,9,NO,0.9,24,2025-11-19T06:34:03.593593
1691,164,7,NO,0.23,13,2025-11-17T01:38:03.593593
1692,111,2,NO,0.24,13,2025-11-18T07:08:03.593593
1693,241,7,NO,0.93,9,2025-11-17T02:27:03.593593
1694,9,4,YES,0.48,20,2025-11-17T12:18:03.593593
1695,215,7,YES,0.29,8,2025-11-18T21:21:03.593593
1696,60,6,YES,0.92,7,2025-11-16T14:55:03.593593
1697,180,6,NO,0.9,3,2025-11-18T23:42:03.593593
1698,227,9,NO,0.07,9,2025-11-16T22:21:03.593593
1699,109,4,NO,0.7,21,2025-11-19T12:44:03.593593
1700,154,4,YES,0.3,10,2025-11-17T21:00:03.593593
1701,121,4,YES,0.55,8,2025-11-18T09:33:03.593593
1702,139,7,YES,0.62,9,2025-11-18T20:47:03.593593
1703,87,7,YES,0.23,25,2025-11-18T00:56:03.593593
1704,228,4,NO,0.8,24,2025-11-19T01:49:03.593593
1705,56,2,NO,0.06,22,2025-11-16T16:48:03.593593
1706,196,2,YES,0.06,10,2025-11-18T15:18:03.593593
1707,139,10,YES,0.23,23,2025-11-19T03:08:03.593593
1708,267,3,NO,0.7,6,2025-11-18T21:27:03.593593
1709,221,7,NO,0.14,16,2025-11-18T06:29:03.593593
1710,52,9,YES,0.42,15,2025-11-19T01:56:03.593593
1711,256,8,YES,0.24,22,2025-11-18T12:16:03.593593
1712,280,7,YES,0.61,3,2025-11-18T19:56:03.593593
1713,128,6,YES,0.27,20,2025-11-17T10:39:03.593593
1714,266,3,NO,0.42,13,2025-11-17T16:05:03.593593
1715,128,4,YES,0.34,8,2025-11-17T15:34:03.593593
1716,168,4,NO,0.1,19,2025-11-18T12:18:03.593593
1717,144,2,NO,0.37,18,2025-11-18T16:55:03.593593
1718,162,3,YES,0.84,6,2025-11-17T10:06:03.593593
1719,126,9,NO,0.65,18,2025-11-18T13:49:03.593593
1720,246,4,NO,0.79,8,2025-11-18T01:56:03.593593
1721,157,7,YES,0.77,20,2025-11-17T01:22:03.593593
1722,186,9,NO,0.91,2,2025-11-17T01:02:03.593593
1723,162,9,YES,0.14,2,2025-11-17T01:08:03.593593
1724,93,1,YES,0.27,25,2025-11-19T12:54:03.593593
1725,171,8,YES,0.73,10,2025-11-18T16:46:03.593593
1726,7,2,YES,0.69,17,2025-11-17T20:23:03.593593
1727,89,2,YES,0.14,7,2025-11-17T09:38:03.593593
1728,251,2,YES,0.43,15,2025-11-17T22:30:03.593593
1729,131,1,NO,0.46,20,2025-11-19T07:21:03.593593
1730,297,5,YES,0.33,5,2025-11-17T22:25:03.593593
1731,298,6,YES,0.76,25,2025-11-17T15:38:03.593593
1732,67,8,NO,0.23,25,2025-11-17T04:46:03.593593
1733,243,9,YES,0.33,8,2025-11-16T19:16:03.593593
1734,44,5,NO,0.77,21,2025-11-16T14:27:03.593593
1735,268,6,NO,0.18,23,2025-11-19T03:22:03.593593
1736,201,4,NO,0.05,8,2025-11-17T12:37:03.593593
1737,267,3,YES,0.53,6,2025-11-17T02:29:03.593593
1738,242,2,YES,0.45,14,2025-11-17T14:02:03.593593
1739,297,8,NO,0.53,2,2025-11-18T01:16:03.593593
1740,209,2,YES,0.56,6,2025-11-18T12:12:03.593593
1741,197,5,YES,0.51,23,2025-11-19T07:10:03.593593
1742,179,6,NO,0.38,14,2025-11-18T18:04:03.593593
1743,282,9,YES,0.46,21,2025-11-18T05:37:03.593593
1744,179,5,YES,0.48,5,2025-11-17T21:33:03.593593
1745,87,6,NO,0.31,6,2025-11-18T13:05:03.593593
1746,134,4,NO,0.11,21,2025-11-18T20:17:03.593593
1747,150,6,NO,0.84,23,2025-11-19T07:51:03.593593
1748,4,4,YES,0.33,15,2025-11-17T11:13:03.593593
1749,108,9,NO,0.72,16,2025-11-18T18:20:03.593593
1750,70,2,NO,0.11,19,2025-11-18T00:16:03.593593
1751,184,8,YES,0.48,20,2025-11-19T09:11:03.593593
1752,90,6,NO,0.19,10,2025-11-19T12:26:03.593593
1753,247,9,YES,0.62,12,2025-11-17T23:42:03.593593
1754,252,1,NO,0.35,4,2025-11-18T21:39:03.593593
1755,137,4,YES,0.85,9,2025-11-18T13:14:03.593593
1756,249,10,NO,0.1,6,2025-11-17T19:57:03.593593
1757,178,1,NO,0.7,23,2025-11-18T16:00:03.593593
1758,189,1,NO,0.1,18,2025-11-18T06:20:03.593593
1759,265,8,YES,0.74,2,2025-11-17T16:44:03.593593
1760,123,7,NO,0.4,10,2025-11-19T04:37:03.593593
1761,170,1,NO,0.41,8,2025-11-19T13:25:03.593593
1762,226,10,YES,0.47,11,2025-11-18T08:15:03.593593
1763,180,5,NO,0.68,22,2025-11-18T10:36:03.593593
1764,54,7,YES,0.11,8,2025-11-18T14:41:03.593593
1765,134,4,NO,0.24,4,2025-11-18T02:22:03.593593
1766,97,10,NO,0.15,13,2025-11-18T11:21:03.593593
1767,25,6,NO,0.87,16,2025-11-17T20:33:03.593593
1768,200,5,NO,0.38,25,2025-11-18T00:10:03.593593
1769,91,7,YES,0.52,6,2025-11-18T19:01:03.593593
1770,209,1,NO,0.72,20,2025-11-19T09:29:03.593593
1771,21,10,NO,0.88,18,2025-11-16T14:32:03.593593
1772,286,1,YES,0.38,15,2025-11-17T14:32:03.593593
1773,23,9,YES,0.1,6,2025-11-18T17:17:03.593593
1774,166,8,YES,0.53,7,2025-11-17T07:00:03.593593
